# Output from hector version 1.1
run_name,Year,Ca,Ftot
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1882,278.052,0.151309
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1883,278.052,-0.761506
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1884,278.052,-1.49522
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1885,278.052,-0.900742
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1886,278.052,-0.403763
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1887,278.052,-0.275051
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1888,278.052,-0.163003
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1889,278.052,-0.227681
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1890,278.052,-0.279924
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1891,278.052,-0.210585
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1892,278.052,-0.037323
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1893,278.052,0.109324
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1894,278.052,0.217389
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1895,278.052,0.208419
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1896,278.052,0.0615307
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1897,278.052,-0.0214015
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1898,278.052,0.0792458
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1899,278.052,0.190097
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1900,278.052,0.239501
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1901,278.052,0.22462
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1902,278.052,-0.228676
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1903,278.052,-0.627555
